label,mean,ci_low,ci_high
sphere_iso,0.07960299244919095,0.07889050929446102,0.08023530778929497
sphere_aniso,0.07641887275122289,0.07585410140074564,0.07712321056129608
lattice_iso,0.09708434466713241,0.0963787276233405,0.09774068705791343
lattice_aniso,0.09320097088044678,0.09254729145334722,0.09385530153527301
